batch,source,timeline,k,k_wanted,home,M,rho,verdict,gate_loss,expert_loss,central_loss,deltas
2344,metamath,TB,3,9,0,128,0.49,ADMIT,1.531,,0.096,e96:-0.049;e97:-0.082;e14*:-0.049
2345,python_instructions,TB,3,10,1,128,0.58,HELDOUT,,,,e75:-0.077;e79:-0.015;e83*:-0.071
2346,gsm8k,TA,3,13,0,128,0.5,ADMIT,0.327,,0.863,e31:-0.000;e40:-0.000;e44*:+0.015
2347,camel_science,TA,3,6,2,2,0.49,REFUSE,,,1.125,e80:+1.188;e82:-0.281;e9*:+1.188
2348,metamath,TA,3,13,3,128,0.48,ADMIT,0.052,0.004,0.27,e35:-0.089;e38:-0.022;e41*:-0.011
2349,gsm8k,TB,3,9,0,29,0.54,HELDOUT,,,,e55:-0.401;e58:-0.140;e61*:+0.060
2350,metamath,TB,3,15,0,128,0.46,HELDOUT,,,,e96:-0.078;e97:-0.017;e14*:-0.033
2351,ai2_arc,TB,3,10,2,5,0.44,HELDOUT,,,,e11:-0.300;e15:-0.950;e39*:-0.300
2352,python_instructions,TB,3,8,1,11,0.61,HELDOUT,,,,e4:+0.011;e18:-0.250;e19*:-0.023
2353,ultrachat,TB,3,19,2,123,0.39,HELDOUT,,,,e67:-0.077;e72:-0.027;e78*:-0.041
2354,metamath,TA,3,11,3,118,0.47,ADMIT,0.811,-0.006,0.235,e56:-0.017;e71:-0.032;e74*:-0.015
2355,metamath,TA,3,8,3,93,0.48,HELDOUT,,,,e86:-0.095;e87:-0.031;e89*:-0.097
2356,github_code,TB,3,7,1,89,0.61,ADMIT,0.285,,0.112,e59:+0.024;e63:+0.006;e65*:+0.021
2357,ai2_arc,TA,3,11,2,3,0.38,REFUSE,,,0.042,e80:-1.708;e82:-1.771;e9*:-1.500
2358,gsm8k,TB,3,10,0,97,0.54,HELDOUT,,,,e31:-0.057;e40:-0.157;e44*:-0.069
2359,ai2_arc,TA,3,8,2,1,0.61,REFUSE,,,0.0,e11:-0.438;e15:-0.688;e39*:-0.375
2360,camel_science,TB,3,6,2,2,0.49,REFUSE,,,0.5,e67:+0.188;e72:-0.500;e78*:-0.500
2361,python_instructions,TB,3,5,1,24,0.61,ADMIT,0.18,,0.836,e75:+0.031;e79:+0.016;e83*:-0.065
2362,ai2_arc,TA,3,11,2,11,0.4,ADMIT,0.102,-0.009,0.0,e80:-0.199;e82:-0.199;e9*:-0.199
2363,github_code,TB,3,7,1,8,0.61,ADMIT,0.077,0.007,1.445,e4:-0.859;e18:-0.422;e19*:-0.711
2364,gsm8k,TB,3,10,3,98,0.51,ADMIT,0.008,,0.303,e35:-0.056;e38:-0.032;e41*:-0.066
2365,camel_science,TB,4,6,2,1,0.61,REFUSE,,,0.0,e11:-1.688;e15:-3.000;e39:-0.125;e67*:+0.000
2366,camel_science,TA,4,5,2,1,0.61,HELDOUT,,,,e72:-0.562;e78:+0.000;e80:-0.562;e82*:-4.375
2367,gsm8k,TA,4,10,3,62,0.52,ADMIT,0.225,-0.002,0.125,e56:-0.062;e71:-0.061;e74:-0.049;e86*:-0.062
2368,python_instructions,TB,4,7,1,20,0.61,ADMIT,0.149,-0.058,0.945,e59:+0.022;e63:+0.025;e65:+0.013;e75*:+0.019
2369,ai2_arc,TA,2,6,2,2,0.49,HELDOUT,,,,e9:-1.969;e11*:-0.062
2370,ultrachat,TA,2,47,2,128,0.45,ADMIT,0.036,-0.03,0.605,e15:+0.006;e39*:-0.008
2371,slimorca,TB,2,24,2,6,0.42,ADMIT,0.196,-0.009,0.104,e67:-0.073;e72*:-0.031
2372,gsm8k,TB,2,10,0,128,0.5,ADMIT,0.477,0.002,0.512,e55:-0.124;e58*:-0.124
2373,github_code,TA,2,10,1,87,0.61,ADMIT,0.005,,0.75,e79:+0.055;e83*:+0.054
2374,github_code,TB,2,7,1,19,0.58,HELDOUT,,,,e4:-0.023;e18*:+0.013
2375,slimorca,TB,2,11,1,128,0.44,ADMIT,0.705,-0.005,1.453,e19:+0.000;e59*:+0.040
2376,ultrachat,TA,2,53,2,128,0.4,HELDOUT,,,,e78:+0.001;e80*:+0.072
2377,metamath,TA,2,8,3,88,0.49,ADMIT,0.539,-0.003,0.089,e87:-0.087;e89*:-0.099
2378,ultrachat,TA,2,34,2,128,0.43,ADMIT,0.044,,0.84,e82:-0.044;e9*:-0.043
2379,github_code,TB,2,6,1,19,0.61,ADMIT,0.056,,0.322,e63:+0.000;e65*:+0.000
2380,camel_science,TA,2,7,2,2,0.38,REFUSE,,,5.188,e11:+1.125;e15*:+1.062
2381,python_instructions,TA,2,7,1,56,0.6,HELDOUT,,,,e79:+0.012;e83*:-0.048
2382,ai2_arc,TB,2,8,2,3,0.38,REFUSE,,,0.0,e39:-1.667;e67*:-1.042
2383,gsm8k,TB,2,10,3,61,0.5,ADMIT,0.038,0.01,0.777,e34:-0.223;e35*:-0.197
2384,github_code,TB,2,6,1,33,0.61,HELDOUT,,,,e89:-0.006;e18*:-0.013
2385,slimorca,TB,2,12,1,128,0.4,ADMIT,0.042,0.003,1.297,e19:-0.098;e59*:-0.153
2386,camel_science,TA,2,5,2,4,0.49,ADMIT,0.068,-0.0,0.156,e72:+0.000;e78*:+0.094
2387,gsm8k,TB,2,10,0,107,0.53,ADMIT,1.4,,0.727,e61:-0.033;e96*:-0.046
2388,camel_science,TA,2,8,2,2,0.61,REFUSE,,,2.062,e80:-0.250;e82*:+0.406
2389,python_instructions,TB,2,8,1,22,0.61,ADMIT,0.11,,0.396,e63:-0.088;e65*:-0.020
2390,ai2_arc,TB,2,10,2,7,0.41,ADMIT,0.147,,0.0,e9:-0.348;e11*:-0.143
2391,slimorca,TA,2,9,2,41,0.39,HELDOUT,,,,e15:+0.082;e39*:-0.116
2392,github_code,TB,2,11,1,63,0.57,HELDOUT,,,,e75:+0.229;e79*:+0.146
2393,github_code,TA,2,6,1,32,0.61,ADMIT,0.387,,0.445,e83:-0.004;e89*:+0.006
2394,github_code,TB,2,8,1,56,0.61,ADMIT,0.492,-0.02,0.566,e18:+0.052;e19*:-0.096
2395,python_instructions,TB,2,23,1,128,0.59,ADMIT,0.03,,1.789,e59:+0.023;e63*:+0.019
2396,ultrachat,TB,2,32,2,128,0.39,HELDOUT,,,,e67:-0.043;e72*:-0.043
2397,python_instructions,TB,2,10,1,78,0.58,ADMIT,0.001,0.007,0.361,e65:-0.063;e75*:+0.001
2398,python_instructions,TB,2,8,1,11,0.61,HELDOUT,,,,e79:-0.420;e83*:-0.920
2399,ultrachat,TB,2,25,1,128,0.54,ADMIT,0.015,,0.719,e89:-0.037;e18*:-0.015
2400,gsm8k,TB,2,12,0,128,0.48,HELDOUT,,,,e97:-0.006;e4*:+0.011
2401,slimorca,TA,2,18,0,128,0.45,ADMIT,2.176,,0.844,e14:-0.058;e31*:-0.031
2402,github_code,TB,2,8,1,34,0.61,HELDOUT,,,,e19:-0.013;e59*:-0.006
2403,camel_science,TA,2,6,2,5,0.47,ADMIT,0.189,-0.018,0.025,e78:-0.025;e80*:-0.150
2404,metamath,TB,2,11,1,128,0.56,HELDOUT,,,,e63:-0.074;e65*:-0.044
2405,ultrachat,TA,2,44,2,128,0.39,ADMIT,0.004,,1.195,e82:-0.051;e11*:-0.035
2406,slimorca,TB,2,13,2,128,0.4,HELDOUT,,,,e15:-0.002;e17*:-0.040
2407,metamath,TB,2,9,1,128,0.59,HELDOUT,,,,e75:-0.009;e79*:-0.003
2408,python_instructions,TA,2,6,1,62,0.6,ADMIT,0.21,,0.139,e83:-0.069;e89*:+0.000
2409,github_code,TB,2,7,1,28,0.61,ADMIT,0.165,,0.445,e18:-0.074;e19*:-0.074
2410,python_instructions,TB,2,10,1,127,0.57,HELDOUT,,,,e59:-0.012;e63*:-0.006
2411,metamath,TA,2,11,3,128,0.45,ADMIT,0.307,0.004,0.161,e38:-0.035;e41*:+0.023
2412,github_code,TB,2,9,1,92,0.6,HELDOUT,,,,e65:-0.014;e75*:+0.019
2413,python_instructions,TA,2,6,1,69,0.58,ADMIT,0.071,-0.001,1.117,e79:-0.008;e83*:-0.010
2414,metamath,TB,2,9,3,94,0.49,ADMIT,0.151,0.0,0.136,e56:-0.054;e71*:-0.075
2415,ai2_arc,TB,2,12,2,12,0.46,ADMIT,0.526,0.03,0.334,e39:+0.010;e67*:-0.276
2416,gsm8k,TA,2,7,3,54,0.52,ADMIT,0.012,-0.001,0.199,e74:-0.015;e86*:-0.037
2417,ai2_arc,TA,2,11,2,2,0.38,REFUSE,,,0.0,e72:-0.625;e78*:-0.969
2418,ai2_arc,TA,2,11,2,7,0.38,ADMIT,0.339,-0.002,0.0,e80:-0.054;e82*:-0.196
2419,gsm8k,TB,2,12,0,128,0.51,ADMIT,0.253,,0.746,e40:-0.076;e44*:-0.076
2420,metamath,TA,2,11,3,128,0.49,ADMIT,0.102,0.003,0.146,e87:-0.166;e9*:-0.053
2421,python_instructions,TB,2,6,1,60,0.61,HELDOUT,,,,e89:-0.069;e18*:-0.075
2422,ai2_arc,TB,2,8,2,2,0.49,HELDOUT,,,,e11:-0.062;e15*:-0.062
2423,python_instructions,TB,2,8,1,57,0.61,ADMIT,0.319,0.014,0.852,e19:-0.052;e59*:-0.020
2424,gsm8k,TB,2,9,3,73,0.57,HELDOUT,,,,e35:-0.159;e38*:-0.116
2425,github_code,TB,2,5,1,18,0.6,HELDOUT,,,,e63:-0.094;e65*:-0.174
2426,python_instructions,TB,2,7,1,101,0.61,ADMIT,0.018,,0.562,e75:-0.018;e79*:-0.002
2427,python_instructions,TA,2,7,1,66,0.61,ADMIT,0.098,0.003,0.562,e83:-0.021;e89*:+0.013
2428,ultrachat,TA,2,40,2,128,0.46,ADMIT,0.179,,0.535,e17:-0.033;e39*:-0.031
2429,ultrachat,TB,2,30,2,90,0.38,ADMIT,0.157,0.011,0.949,e67:-0.140;e72*:-0.113
2430,slimorca,TB,2,11,1,128,0.53,ADMIT,0.119,,0.453,e18:-0.049;e19*:-0.037
2431,gsm8k,TA,2,12,3,61,0.5,ADMIT,0.12,0.001,0.277,e41:-0.134;e56*:-0.082
2432,slimorca,TB,2,12,1,46,0.41,ADMIT,0.521,0.006,1.258,e59:-0.174;e63*:-0.211
2433,metamath,TB,2,8,1,62,0.51,ADMIT,0.31,,0.191,e65:-0.096;e75*:-0.096
2434,python_instructions,TB,2,8,1,20,0.6,ADMIT,0.002,,0.312,e79:-0.031;e83*:-0.047
2435,github_code,TB,2,8,1,63,0.58,ADMIT,0.103,0.039,1.219,e89:-0.285;e18*:-0.131
2436,slimorca,TA,2,14,2,128,0.42,ADMIT,0.008,,1.234,e78:+0.108;e80*:+0.102
2437,ai2_arc,TB,2,10,2,2,0.49,REFUSE,,,0.0,e82:-0.125;e11*:-0.156
2438,ultrachat,TA,2,35,2,128,0.43,ADMIT,0.334,-0.001,1.016,e15:-0.053;e17*:-0.017
2439,github_code,TB,2,5,1,23,0.61,ADMIT,0.129,-0.001,0.562,e19:-0.049;e59*:-0.024
2440,gsm8k,TB,2,10,0,83,0.49,ADMIT,1.062,,0.486,e55:+0.017;e61*:-0.070
2441,camel_science,TB,2,6,2,2,0.49,REFUSE,,,2.5,e39:-1.219;e67*:+2.438
2442,python_instructions,TB,2,10,1,128,0.6,HELDOUT,,,,e63:+0.005;e65*:-0.003
2443,camel_science,TA,2,6,2,3,0.46,REFUSE,,,0.0,e72:-1.583;e78*:-0.458
2444,slimorca,TA,2,11,2,128,0.39,HELDOUT,,,,e80:-0.097;e82*:-0.103
2445,ultrachat,TA,2,33,2,128,0.41,ADMIT,0.027,,0.93,e11:-0.008;e15*:-0.009
2446,python_instructions,TB,2,8,1,128,0.58,ADMIT,0.226,0.001,1.031,e75:-0.007;e79*:-0.021
2447,python_instructions,TB,2,9,1,124,0.59,ADMIT,0.61,,0.887,e83:-0.030;e86*:-0.067
2448,camel_science,TA,2,5,2,5,0.56,ADMIT,1.032,0.009,0.5,e17:-0.800;e39*:+0.275
2449,python_instructions,TB,2,9,1,78,0.6,ADMIT,0.429,,0.289,e18:-0.024;e19*:-0.012
2450,python_instructions,TB,2,7,1,103,0.58,ADMIT,0.014,0.013,0.715,e59:-0.035;e63*:-0.030
2451,gsm8k,TB,2,11,0,58,0.52,ADMIT,0.584,-0.001,0.17,e96:-0.043;e97*:-0.024
2452,camel_science,TA,2,6,2,2,0.61,REFUSE,,,0.312,e67:-1.969;e72*:-1.500
2453,slimorca,TA,2,13,2,48,0.38,HELDOUT,,,,e78:+0.010;e80*:-0.074
2454,camel_science,TA,2,6,2,2,0.38,REFUSE,,,1.688,e82:+0.688;e11*:+0.406
2455,python_instructions,TB,2,14,1,57,0.58,ADMIT,0.283,,0.037,e65:+0.009;e75*:+0.010
2456,ultrachat,TB,2,30,2,128,0.39,HELDOUT,,,,e15:-0.017;e17*:-0.020
2457,github_code,TB,2,5,1,105,0.61,ADMIT,0.079,,0.723,e79:+0.006;e83*:+0.004
2458,slimorca,TB,2,16,2,119,0.39,ADMIT,0.046,,1.0,e39:-0.160;e67*:-0.153
2459,ultrachat,TA,2,39,2,128,0.4,HELDOUT,,,,e72:-0.008;e78*:-0.054
2460,camel_science,TA,2,6,2,2,0.49,REFUSE,,,0.0,e82:-0.500;e87*:-0.500
2461,python_instructions,TB,2,7,1,39,0.59,ADMIT,0.148,0.001,0.648,e83:-0.071;e18*:-0.048
2462,camel_science,TA,2,7,2,1,0.61,HELDOUT,,,,e11:-0.250;e15*:-1.688
2463,gsm8k,TB,2,13,3,108,0.53,HELDOUT,,,,e71:-0.065;e74*:-0.094
2464,github_code,TA,2,6,1,19,0.61,HELDOUT,,,,e19:-0.020;e39*:-0.020
2465,camel_science,TA,2,2,2,1,0.38,REFUSE,,,1.0,e17:-1.062;e67*:-4.188
2466,gsm8k,TA,4,5,3,49,0.51,ADMIT,0.751,,0.408,e86:-0.061;e89:-0.024;e9:-0.074;e35*:-0.087
2467,ultrachat,TA,4,30,2,128,0.4,HELDOUT,,,,e72:+0.002;e78:+0.005;e80:+0.014;e82*:-0.137
2468,metamath,TA,4,8,3,128,0.5,HELDOUT,,,,e38:-0.058;e41:-0.042;e56:-0.025;e71*:-0.050
2469,github_code,TB,3,3,1,22,0.61,ADMIT,0.381,-0.015,0.408,e59:+0.000;e63:-0.074;e65*:-0.040
2470,python_instructions,TB,2,2,1,121,0.59,ADMIT,0.009,,0.828,e75:-0.005;e79*:-0.005
2471,slimorca,TA,2,7,2,128,0.41,ADMIT,0.255,0.006,1.484,e87:-0.004;e11*:+0.029
2472,ai2_arc,TA,2,6,2,8,0.41,HELDOUT,,,,e15:-0.195;e17*:-0.305
2473,python_instructions,TB,2,6,1,128,0.59,ADMIT,0.017,,0.32,e83:-0.005;e18*:-0.007
2474,metamath,TA,2,4,1,128,0.56,HELDOUT,,,,e19:-0.008;e39*:+0.005
2475,gsm8k,TA,2,7,3,128,0.52,ADMIT,0.936,,0.383,e74:-0.072;e86*:-0.105
2476,slimorca,TB,2,6,2,25,0.43,ADMIT,0.235,-0.056,1.055,e67:-0.017;e72*:-0.392
2477,gsm8k,TB,2,6,0,128,0.5,ADMIT,0.014,-0.006,1.086,e4:-0.005;e14*:-0.040
2478,ultrachat,TA,2,39,2,128,0.38,ADMIT,0.216,,1.578,e78:-0.050;e80*:-0.021
2479,slimorca,TA,2,10,2,56,0.4,HELDOUT,,,,e82:-0.100;e87*:-0.040
2480,slimorca,TA,2,6,2,128,0.42,ADMIT,0.458,0.008,1.07,e11:-0.049;e15*:-0.031
2481,gsm8k,TA,2,5,0,86,0.52,ADMIT,0.053,-0.0,0.104,e31:-0.109;e40*:-0.297
2482,github_code,TB,2,4,1,26,0.61,ADMIT,0.125,-0.0,0.289,e59:+0.067;e63*:+0.026
2483,camel_science,TA,2,2,2,2,0.61,HELDOUT,,,,e17:-0.344;e67*:-1.688
2484,gsm8k,TB,2,10,3,128,0.5,HELDOUT,,,,e89:-0.074;e9*:-0.018
2485,slimorca,TA,2,8,2,77,0.42,ADMIT,0.009,-0.001,1.047,e72:-0.127;e78*:-0.074
2486,metamath,TB,2,12,0,109,0.51,ADMIT,0.753,-0.001,0.25,e44:-0.081;e55*:-0.021
2487,python_instructions,TB,2,3,1,128,0.57,ADMIT,0.062,,0.465,e65:-0.002;e75*:-0.008
2488,python_instructions,TA,2,2,1,82,0.58,HELDOUT,,,,e79:-0.005;e83*:-0.003
2489,python_instructions,TB,2,2,1,128,0.6,ADMIT,0.018,,0.328,e18:+0.002;e19*:-0.008
2490,metamath,TA,2,6,3,95,0.52,HELDOUT,,,,e35:-0.126;e38*:+0.005
2491,ai2_arc,TA,2,6,2,7,0.39,HELDOUT,,,,e80:-0.018;e82*:-0.759
2492,camel_science,TA,2,2,2,3,0.38,REFUSE,,,5.0,e87:+0.938;e11*:+0.854
2493,ai2_arc,TA,2,7,2,8,0.41,ADMIT,0.076,0.012,0.016,e15:-0.172;e17*:-0.172
2494,slimorca,TB,2,10,2,128,0.41,HELDOUT,,,,e67:-0.108;e72*:-0.108
2495,github_code,TB,2,3,1,16,0.57,ADMIT,0.095,0.014,0.137,e39:-0.059;e59*:-0.043
2496,metamath,TA,2,5,3,112,0.46,ADMIT,0.019,-0.031,0.264,e41:-0.090;e56*:-0.143
2497,ultrachat,TA,2,30,2,110,0.39,HELDOUT,,,,e78:-0.075;e80*:-0.028
2498,gsm8k,TA,2,6,3,128,0.53,HELDOUT,,,,e71:-0.044;e74*:-0.064
2499,gsm8k,TA,2,5,3,89,0.49,ADMIT,0.351,,0.473,e86:-0.035;e89*:-0.080
2500,ai2_arc,TA,2,4,2,1,0.61,HELDOUT,,,,e82:-1.312;e87*:-0.750
2501,camel_science,TA,2,2,2,1,0.61,HELDOUT,,,,e11:-1.312;e15*:-1.312
2502,github_code,TB,1,1,1,86,0.58,ADMIT,0.01,0.01,0.957,e63:-0.082
2503,camel_science,TA,2,3,2,1,0.38,HELDOUT,,,,e39:-0.750;e67*:-0.812
2504,python_instructions,TB,2,2,1,128,0.58,ADMIT,0.028,,0.375,e65:-0.019;e75*:-0.019
2505,camel_science,TA,2,2,2,1,0.61,REFUSE,,,0.5,e72:-3.750;e78*:-3.000
2506,ai2_arc,TA,2,8,2,10,0.41,ADMIT,0.087,0.011,0.0,e80:-0.294;e82*:-0.056
2507,metamath,TA,2,8,3,128,0.47,ADMIT,0.073,,0.053,e9:-0.011;e35*:-0.008
2508,ultrachat,TB,2,27,1,22,0.38,ADMIT,0.137,0.01,0.875,e79:-0.111;e83*:-0.122
2509,ai2_arc,TA,2,4,2,3,0.46,REFUSE,,,0.0,e87:-0.562;e11*:-1.333
2510,metamath,TA,2,6,3,106,0.47,ADMIT,0.075,,0.234,e38:-0.083;e41*:-0.073
2511,camel_science,TA,2,2,2,2,0.38,REFUSE,,,0.875,e15:-1.438;e39*:-1.219
2512,ai2_arc,TA,2,5,2,9,0.38,HELDOUT,,,,e67:-0.660;e72*:-0.229
2513,ultrachat,TA,2,48,2,128,0.4,ADMIT,0.445,0.019,1.055,e78:-0.035;e80*:-0.023
2514,camel_science,TA,2,3,2,2,0.5,HELDOUT,,,,e82:-1.812;e87*:-1.375
2515,ai2_arc,TA,2,5,2,4,0.44,HELDOUT,,,,e11:-1.594;e15*:+0.078
2516,metamath,TB,1,1,1,128,0.57,HELDOUT,,,,e18:-0.035
2517,github_code,TA,2,3,1,87,0.59,ADMIT,0.005,,0.676,e19:-0.015;e55*:+0.052
2518,gsm8k,TB,2,10,0,128,0.5,ADMIT,0.878,,0.559,e61:-0.034;e96*:-0.028
2519,camel_science,TA,2,2,2,2,0.38,REFUSE,,,2.969,e39:-0.875;e67*:-0.406
2520,slimorca,TA,2,10,2,128,0.43,ADMIT,0.074,,2.078,e72:-0.010;e78*:-0.046
2521,metamath,TA,2,3,1,126,0.58,ADMIT,1.048,,0.281,e97:-0.017;e4*:-0.015
2522,github_code,TB,1,1,1,77,0.51,ADMIT,0.654,,0.988,e63:-0.039
2523,metamath,TB,2,3,1,117,0.52,ADMIT,0.038,,0.318,e65:-0.036;e75*:-0.064
2524,gsm8k,TA,2,8,3,128,0.53,ADMIT,0.122,,0.285,e42:-0.030;e56*:-0.030
2525,github_code,TA,2,2,1,128,0.6,HELDOUT,,,,e79:-0.021;e83*:-0.071
2526,ai2_arc,TA,2,5,2,3,0.46,REFUSE,,,0.0,e80:-1.896;e82*:-1.354
2527,ai2_arc,TA,2,6,2,9,0.38,ADMIT,0.102,,0.0,e87:-0.347;e11*:-0.521
2528,ultrachat,TA,2,17,2,36,0.42,ADMIT,0.078,-0.002,0.449,e15:-0.075;e39*:-0.200
2529,github_code,TB,2,6,1,128,0.61,ADMIT,0.011,,0.66,e86:-0.016;e18*:-0.038
2530,metamath,TA,2,5,0,103,0.5,ADMIT,0.124,,0.219,e14:-0.009;e31*:-0.049
2531,metamath,TA,2,4,3,128,0.57,ADMIT,0.423,-0.008,0.125,e71:-0.025;e74*:-0.039
2532,slimorca,TA,2,4,2,87,0.43,ADMIT,0.331,,1.18,e67:-0.020;e72*:+0.029
2533,gsm8k,TA,2,5,3,91,0.5,ADMIT,0.089,-0.006,1.117,e89:-0.035;e9*:-0.041
2534,github_code,TB,2,3,1,117,0.61,ADMIT,0.12,,0.25,e19:+0.002;e59*:-0.025
2535,ai2_arc,TA,2,3,2,2,0.38,HELDOUT,,,,e78:-0.219;e80*:-0.656
2536,camel_science,TA,2,2,2,2,0.38,HELDOUT,,,,e82:-0.281;e87*:-2.219
2537,metamath,TB,2,2,1,115,0.51,ADMIT,0.34,,0.314,e63:-0.003;e65*:-0.003
2538,gsm8k,TA,2,4,3,66,0.5,ADMIT,0.242,0.008,0.719,e35:-0.078;e38*:-0.100
2539,metamath,TA,2,5,3,87,0.48,ADMIT,0.923,,0.092,e41:-0.050;e42*:-0.039
2540,metamath,TB,2,4,1,62,0.55,ADMIT,0.426,0.016,0.133,e75:-0.206;e79*:-0.018
2541,camel_science,TA,2,2,2,1,0.38,REFUSE,,,0.625,e11:-4.875;e15*:-2.812
2542,gsm8k,TA,2,5,3,128,0.5,ADMIT,0.042,,0.676,e56:-0.045;e71*:-0.045
2543,ultrachat,TA,2,61,2,128,0.42,ADMIT,0.646,,1.055,e17:-0.049;e39*:-0.085
2544,camel_science,TA,2,3,2,2,0.61,REFUSE,,,3.25,e67:-2.000;e72*:-2.000
2545,camel_science,TA,1,1,2,2,0.5,REFUSE,,,0.25,e78:-4.219
2546,slimorca,TA,2,13,2,3,0.49,REFUSE,,,0.0,e80:-1.042;e82*:-2.146
2547,ai2_arc,TA,2,7,2,12,0.4,HELDOUT,,,,e11:-0.156;e15*:-0.089
2548,slimorca,TB,2,19,3,26,0.41,ADMIT,0.158,0.019,1.266,e74:-0.538;e89*:-0.416
2549,gsm8k,TA,2,6,3,128,0.5,HELDOUT,,,,e9:-0.047;e35*:-0.044
2550,python_instructions,TA,2,2,1,26,0.61,ADMIT,0.063,0.002,0.535,e83:-0.043;e86*:-0.038
2551,ultrachat,TA,2,48,2,128,0.45,ADMIT,0.17,0.001,1.336,e17:-0.065;e39*:-0.029
2552,metamath,TA,2,5,3,121,0.5,HELDOUT,,,,e38:-0.046;e41*:-0.037
2553,slimorca,TB,2,14,2,128,0.4,HELDOUT,,,,e67:-0.112;e72*:-0.148
2554,gsm8k,TA,2,6,0,128,0.56,ADMIT,0.915,0.002,0.379,e40:-0.024;e44*:-0.030
2555,python_instructions,TB,2,10,1,128,0.61,HELDOUT,,,,e18:+0.003;e19*:-0.003
2556,ultrachat,TB,2,56,3,128,0.42,HELDOUT,,,,e42:+0.009;e56*:-0.032
2557,camel_science,TA,2,2,2,5,0.62,ADMIT,1.224,0.011,0.875,e78:-1.238;e80*:-1.387
2558,ultrachat,TA,2,35,2,128,0.43,ADMIT,0.415,,0.988,e82:-0.026;e11*:-0.014
2559,github_code,TB,2,5,1,11,0.62,ADMIT,0.104,,0.216,e59:-0.011;e63*:-0.011
2560,github_code,TB,2,2,1,29,0.61,ADMIT,0.077,,0.25,e65:-0.030;e75*:+0.000
2561,gsm8k,TA,2,5,3,111,0.54,ADMIT,0.199,,0.234,e71:-0.029;e74*:-0.030
2562,gsm8k,TA,2,8,3,100,0.56,HELDOUT,,,,e89:-0.093;e9*:-0.093
2563,gsm8k,TB,2,8,0,128,0.5,ADMIT,0.052,-0.002,0.66,e55:-0.036;e61*:-0.050
2564,camel_science,TA,2,3,2,4,0.56,ADMIT,0.406,-0.054,0.812,e15:-0.266;e17*:-0.734
2565,camel_science,TB,4,7,2,1,0.62,REFUSE,,,6.125,e39:-0.125;e67:+1.125;e72:-2.375;e78*:-7.500
2566,ai2_arc,TA,4,13,2,7,0.41,ADMIT,0.117,0.007,0.0,e80:-0.455;e82:-0.393;e11:-0.446;e15*:-0.062
2567,ultrachat,TB,4,40,2,65,0.39,HELDOUT,,,,e17:-0.070;e39:-0.007;e67:-0.134;e72*:+0.002
2568,github_code,TB,4,11,1,55,0.61,ADMIT,0.062,-0.005,0.07,e79:+0.009;e83:-0.001;e86:-0.011;e18*:-0.026
2569,slimorca,TB,2,21,3,99,0.45,ADMIT,0.595,,0.875,e35:-0.129;e38*:-0.152
2570,metamath,TA,2,15,3,128,0.51,HELDOUT,,,,e41:-0.017;e42*:-0.015
2571,metamath,TB,2,9,0,83,0.47,ADMIT,0.062,,0.167,e96:-0.060;e97*:-0.053
2572,slimorca,TA,2,14,2,70,0.4,ADMIT,0.126,,1.625,e78:-0.113;e80*:-0.112
2573,gsm8k,TB,2,11,0,90,0.48,HELDOUT,,,,e4:-0.113;e14*:-0.070
2574,slimorca,TB,2,34,2,128,0.4,ADMIT,0.147,,2.297,e82:-0.080;e11*:-0.058
2575,camel_science,TA,2,4,2,2,0.38,REFUSE,,,2.062,e15:-1.531;e17*:-1.531
2576,metamath,TA,2,10,3,113,0.45,ADMIT,0.235,,0.264,e56:-0.108;e71*:-0.007
2577,gsm8k,TA,2,9,0,69,0.49,ADMIT,0.056,-0.04,0.354,e31:-0.031;e40*:-0.046
2578,github_code,TB,2,6,1,12,0.62,ADMIT,0.001,,0.344,e19:-0.031;e59*:-0.021
2579,metamath,TB,2,9,1,128,0.53,ADMIT,0.222,,0.312,e63:-0.009;e65*:-0.042
2580,python_instructions,TB,2,9,1,64,0.58,ADMIT,0.313,,0.355,e75:-0.012;e79*:-0.017
2581,slimorca,TB,2,30,2,60,0.41,HELDOUT,,,,e67:-0.155;e72*:-0.061
2582,python_instructions,TA,2,6,1,18,0.62,HELDOUT,,,,e83:-0.014;e86*:-0.038
2583,slimorca,TA,2,11,2,128,0.42,HELDOUT,,,,e78:+0.016;e80*:-0.016
2584,ultrachat,TA,2,18,2,128,0.41,ADMIT,0.774,,0.977,e82:-0.008;e93*:-0.020
2585,camel_science,TA,2,6,2,3,0.62,REFUSE,,,0.5,e15:-2.562;e17*:-0.583
2586,slimorca,TB,2,12,2,26,0.44,ADMIT,0.022,0.005,2.953,e18:+0.267;e19*:+0.275
2587,ai2_arc,TB,2,11,2,5,0.48,ADMIT,0.218,0.021,0.0,e39:-0.362;e67*:-0.250
2588,metamath,TB,2,9,1,128,0.58,ADMIT,0.192,,0.245,e59:-0.034;e63*:-0.034
2589,github_code,TB,2,6,1,30,0.6,ADMIT,0.198,,0.719,e65:-0.060;e75*:-0.065
2590,python_instructions,TB,2,8,1,128,0.57,ADMIT,0.069,,0.609,e79:-0.011;e83*:-0.009
2591,gsm8k,TB,2,9,3,65,0.57,ADMIT,0.207,,1.07,e74:-0.053;e89*:+0.013
2592,ai2_arc,TA,2,12,2,9,0.51,ADMIT,0.71,,0.0,e72:-0.375;e78*:-0.375
2593,github_code,TB,2,7,1,60,0.61,ADMIT,0.033,-0.003,1.0,e86:-0.079;e18*:-0.079
